acceptance_rate,account_age_months,activity_trend_ratio,activity_trend_ratio_1to5,avg_struggle_minutes,avg_struggle_minutes_1to5,burnout_flag,contests_per_month,current_rating,ds_solve_rate,ds_solve_rate_1to5,handle,math_solve_rate,math_solve_rate_1to5,max_rating,months_since_last_submission,post_drop_recovery,problems_solved_per_month,rating_volatility,rating_volatility_1to5,status_proxy,total_contests,total_problems_solved,total_submissions,upsolves_per_contest,upsolves_per_contest_1to5
0.457,61.7,0.8,3,105.7,3,0,2.02,909,0.293,2,ed0f35d82c748a94,0.434,2,1071,8.4,1.6,5.23,88.0,5,Stopped,107,277,628,0.439,4
0.544,16.4,2.77,5,14665.6,1,0,2.64,1680,0.545,4,77d44441e3fc5189,0.551,4,1680,0.9,11.4,20.56,90.3,5,Active,40,311,585,0.625,4
0.599,14.3,0.54,2,1442.6,2,0,5.41,1271,0.589,4,00b963bac46e2582,0.612,4,1474,0.0,0.3,80.21,81.4,5,Active,77,1141,2007,1.247,5
0.683,21.2,120.5,5,3144.5,2,0,1.27,996,0.581,4,364ba4bf1c65168b,0.691,5,1088,0.5,-5.0,15.27,109.6,4,Active,25,300,486,2.0,5
0.51,8.9,7.75,5,1150.3,2,0,2.27,1100,0.222,1,49873d7806e3e80f,0.557,4,1100,0.2,34.0,14.16,94.6,5,Active,17,106,210,0.176,3
0.64,4.8,3.45,5,1.7,5,0,3.14,1145,0.667,5,66f9852eef6919c4,0.537,3,1207,0.4,27.3,11.83,137.2,2,Active,13,49,89,0.308,3
0.443,45.3,0.21,1,222.8,3,1,0.72,1700,0.428,3,658836527051607b,0.461,2,1700,2.4,30.2,5.46,122.2,3,Active,29,221,530,0.655,4
0.279,8.4,2.91,5,15.6,4,0,0.77,1054,0.0,1,99ae22fc57ef5f73,0.455,2,1054,0.1,0.0,1.85,114.3,3,Active,5,12,43,0.0,1
0.501,72.0,0.75,3,3029.7,2,0,0.99,1135,0.415,3,adddff5ac01e77c2,0.478,3,1255,0.2,10.7,7.77,78.6,5,Active,60,469,1056,1.2,5
0.625,44.2,0.25,1,20.9,4,1,0.68,1967,0.597,4,c104d24781465f21,0.629,4,1967,0.4,46.0,29.63,98.9,4,Active,30,1298,2281,2.933,5
0.439,44.9,0.54,2,4736.1,1,0,2.1,1603,0.379,2,213729b00a5ef85a,0.459,2,1603,0.8,11.1,29.0,77.8,5,Active,90,1241,3207,0.7,4
0.513,21.9,6.27,5,122.6,3,0,0.53,987,0.3,2,e08a7be1ac16314c,0.516,3,987,0.0,41.5,6.58,141.3,2,Active,11,137,298,0.273,3
0.439,36.9,0.05,1,9185.5,1,1,1.17,1229,0.455,3,d01362c2d60b247a,0.402,2,1229,0.6,5.5,18.21,81.9,5,Active,41,638,1498,0.976,5
0.142,73.9,0.03,1,15.2,4,1,0.37,1000,0.0,1,d52c1d2535b1f128,0.104,1,1000,57.9,0.0,1.12,119.0,3,Stopped,6,18,127,0.0,1
0.494,47.5,4.06,5,475.6,3,0,1.38,1440,0.433,3,4d44c9358561024b,0.5,3,1486,2.1,54.9,23.8,114.2,3,Active,31,536,1225,0.871,5
0.498,24.9,1.62,4,84.2,4,0,0.41,974,0.439,3,205b5b4d7caebb68,0.557,4,1161,0.3,-35.7,4.5,166.2,1,Active,10,110,233,0.6,4
0.43,44.9,0.09,1,38.9,4,1,0.14,893,1.0,5,9bd84daeb9104780,0.464,2,893,0.9,0.0,1.23,112.6,4,Active,5,45,121,1.0,5
0.435,9.0,4.92,5,4149.7,1,0,2.14,1253,0.297,2,2edba908234b20f7,0.443,2,1351,0.1,2.5,16.97,115.0,3,Active,19,151,361,1.053,5
0.508,22.1,0.93,3,5937.2,1,0,1.6,1302,0.487,3,d9cc538ac75db7e3,0.544,4,1388,0.1,8.5,29.96,93.1,5,Active,33,617,1241,0.515,4
0.687,19.9,0.32,2,288.6,3,1,1.37,1032,0.643,5,3a87fdba4abd275b,0.688,5,1083,0.0,8.0,15.24,95.4,5,Active,26,289,425,0.808,5
0.584,5.9,0.57,2,18.0,4,0,1.31,934,0.0,1,6da2b3490bd2bf64,0.483,3,934,0.4,0.0,9.57,122.7,3,Active,6,44,77,0.167,3
0.369,37.1,2.17,5,84.2,4,0,0.44,1240,0.367,2,988940505e547dd2,0.397,1,1417,0.4,-26.0,1.69,132.8,2,Active,16,62,187,0.188,3
0.439,32.2,1.08,4,52.4,4,0,0.7,896,0.37,2,6abf809a8885e5d0,0.423,2,1074,2.1,-36.6,4.16,120.0,3,Active,21,125,303,0.667,4
0.511,70.1,0.15,1,20.1,4,1,0.27,1291,0.362,2,429038b6758206bd,0.528,3,1393,36.0,-53.0,4.66,177.4,1,Stopped,9,155,315,0.0,1
0.366,57.4,0.03,1,8.7,4,1,0.52,1742,0.174,1,67b7da317df3a1d2,0.402,2,1756,0.5,22.4,1.73,146.0,1,Active,27,90,246,0.037,2
0.549,15.0,2.25,5,1293.0,2,0,0.82,978,0.636,5,32040bbb01748bca,0.526,3,978,0.3,18.3,6.6,117.7,3,Active,12,97,182,0.083,2
0.639,21.3,0.24,1,5244.6,1,1,1.05,981,0.4,3,54e67b1bf808c040,0.594,4,1017,2.7,32.2,11.34,124.6,3,Active,19,206,330,0.0,1
0.677,17.4,1.96,4,58.5,4,0,1.22,1462,0.556,4,d29fdb18c5af1cf3,0.656,5,1462,0.0,0.0,30.93,96.8,4,Active,13,329,489,0.077,2
0.518,44.2,0.24,1,4.5,5,1,0.5,2044,0.397,3,42f60d0729c1acec,0.606,4,2114,16.0,123.8,3.29,228.5,1,Stopped,14,93,195,0.143,3
0.377,12.4,0.14,1,693.5,3,1,1.0,1279,0.276,1,568b6648aa5a6c4a,0.339,1,1329,2.4,89.0,4.5,144.3,1,Active,10,45,122,0.5,4
0.241,12.0,0.14,1,956.2,2,1,1.28,959,0.146,1,fb2655839467f5cb,0.227,1,1076,1.1,-22.0,5.48,137.3,2,Active,14,60,249,0.0,1
0.659,60.0,1.73,4,472.8,3,0,0.2,1471,0.765,5,a9f0eaf680328bcb,0.7,5,1471,0.0,0.0,3.26,115.9,3,Active,11,178,273,0.091,2
0.398,7.8,3.68,5,1.2,5,0,0.88,1048,0.0,1,ce792fa5bd8f126b,0.326,1,1048,0.4,0.0,7.19,128.9,2,Active,5,41,103,0.0,1
0.626,53.9,2.31,5,47896.7,1,0,0.09,991,0.662,5,91824ab1f2f05892,0.596,4,991,1.1,0.0,4.87,114.4,3,Active,5,257,433,0.0,1
0.484,22.9,0.45,2,569.6,3,1,0.79,1680,0.537,4,7c67d1b9367618cc,0.488,3,1680,3.8,83.5,9.38,99.6,4,Stopped,15,179,380,0.6,4
0.482,66.1,0.02,1,5380.9,1,1,0.21,1676,0.471,3,6c66aa306d9d62df,0.469,2,1676,5.1,77.5,15.64,134.6,2,Stopped,13,949,2057,0.538,4
0.563,33.6,0.74,3,3.0,5,0,0.7,1447,1.0,5,eee79a42a1f19c15,0.625,4,1447,0.5,23.7,1.49,103.5,4,Active,23,49,87,0.043,2
0.179,36.7,1.17,4,8.2,4,0,0.26,871,0.25,1,d29974951eeedb4e,0.138,1,871,13.7,0.0,0.3,116.9,3,Stopped,6,7,39,0.0,1
0.435,32.7,0.83,3,952.0,2,0,1.04,1909,0.373,2,4e8e7f4caf5c9e28,0.475,2,1909,1.1,12.0,26.27,116.2,3,Active,33,831,2127,1.364,5
0.382,78.9,0.05,1,32.4,4,1,0.67,1097,0.097,1,3392aacc679d5384,0.45,2,1386,52.2,1.2,1.42,337.6,1,Stopped,17,36,102,0.118,2
0.374,54.2,0.36,2,18379.8,1,1,0.27,1283,0.351,2,84f891dc378173fa,0.375,1,1294,0.0,82.0,26.48,107.4,4,Active,14,1385,4534,3.143,5
0.489,74.9,0.39,2,1518.3,2,1,2.55,1659,0.473,3,7921ebea67ea7b41,0.478,3,1820,26.6,11.4,19.48,74.5,5,Stopped,123,941,2153,1.642,5
0.475,23.3,49.33,5,10845.8,1,0,0.74,1417,0.469,3,2dff4ffdab2e94f1,0.475,2,1472,0.4,38.0,12.07,148.0,1,Active,17,276,604,1.235,5
0.408,18.5,0.97,3,334.3,3,0,2.7,1393,0.364,2,5ff341fd6815b3c9,0.471,2,1459,0.4,10.2,16.98,80.1,5,Active,49,308,777,1.184,5
0.432,30.0,0.56,2,1885.3,2,0,0.43,1202,0.39,2,014571a20a9ba405,0.481,3,1234,1.1,13.0,6.78,116.3,3,Active,12,191,509,1.5,5
0.38,33.8,0.18,1,1936.8,2,1,0.57,1575,0.381,2,78f004dc0868a32c,0.326,1,1679,0.3,46.0,3.99,185.4,1,Active,12,84,221,0.917,5
0.535,18.4,2.09,4,66.4,4,0,1.03,1682,0.25,1,f2ca69e138434d54,0.529,3,1682,4.7,60.3,3.89,139.3,2,Stopped,14,53,99,0.357,3
0.237,11.9,2.44,5,10.0,4,0,4.53,756,0.4,3,7cdc0b80849fe2c4,0.25,1,887,9.0,-21.4,7.67,120.9,3,Stopped,13,22,93,0.077,2
0.124,33.2,0.32,2,31889.7,1,1,0.3,804,0.038,1,d44c17321f7768b1,0.088,1,1100,2.7,-77.3,0.95,170.2,1,Active,9,29,258,0.0,1
0.592,28.9,0.95,3,3.1,5,0,0.81,1106,0.5,3,8332f566a9fe7e67,0.588,4,1450,0.2,-33.3,2.28,156.4,1,Active,16,45,76,0.062,2
0.661,11.3,0.54,2,8.1,4,0,0.77,1219,0.8,5,ac357fbb52ddf055,0.632,4,1219,1.3,0.0,12.42,106.5,4,Active,7,113,171,0.143,3
0.066,53.3,0.12,1,100.4,3,1,0.2,1268,0.006,1,adf3c0537f7a1264,0.647,5,1268,23.2,0.0,0.8,163.9,1,Stopped,6,24,366,0.333,3
0.375,64.9,1.6,4,19.1,4,0,1.99,1415,0.463,3,cd2a26a5d0d2541b,0.329,1,1553,23.9,8.9,4.71,110.5,4,Stopped,46,109,296,0.0,1
0.528,20.9,2.65,5,3176.9,2,0,3.01,1379,0.453,3,eddc5b1da1453d25,0.527,3,1522,0.4,8.5,21.01,76.7,5,Active,55,384,740,0.255,3
0.405,33.5,0.57,2,2155.8,2,0,0.28,793,0.25,1,f69a2741625beafc,0.378,1,859,0.1,-46.0,3.3,135.8,2,Active,8,95,257,0.375,3
0.424,10.2,0.54,2,5.2,5,0,0.54,1065,0.333,2,df90f33e0b9d367c,0.399,1,1065,0.2,0.0,11.76,114.2,3,Active,5,109,269,0.4,4
0.66,45.0,0.39,2,9.4,4,1,1.04,817,1.0,5,3b850c4f01cd96ad,0.875,5,850,35.0,0.0,5.22,126.2,3,Stopped,7,35,53,0.0,1
0.759,8.5,1.22,4,46.4,4,0,0.76,970,0.571,4,be2978eb8ab28b74,0.738,5,970,0.0,0.0,34.81,130.5,2,Active,6,275,370,0.0,1
0.48,2.3,0.73,3,877.1,2,0,2.73,1038,0.625,5,8ba2c12ee82ab5bc,0.46,2,1038,0.1,0.0,95.42,110.2,4,Active,6,210,477,1.167,5
0.588,19.2,2.59,5,635.7,3,0,0.41,910,1.0,5,60318562117a0440,0.512,3,943,0.0,-15.0,7.64,131.4,2,Active,7,131,226,0.0,1
0.47,53.1,0.19,1,9768.2,1,1,0.81,1215,0.432,3,76ffcfa17a357a33,0.456,2,1215,6.9,18.0,18.7,101.1,4,Stopped,34,786,1700,0.794,5
0.769,28.7,0.3,2,1.1,5,1,0.6,921,1.0,5,b1c6074655c56675,0.833,5,1000,5.4,8.5,1.45,143.4,1,Stopped,12,29,39,0.167,3
0.446,9.6,0.1,1,236.9,3,1,1.58,903,0.446,3,b159f5b3f880d5e8,0.4,1,983,0.2,19.4,2.64,108.0,4,Active,15,25,56,0.2,3
0.697,29.1,0.03,1,3986.7,1,1,0.37,861,0.697,5,0d4d1ac000cc2047,0.622,4,878,10.1,1.0,5.54,128.5,2,Stopped,7,105,155,0.857,5
0.402,71.7,0.58,2,8347.1,1,0,0.75,1726,0.394,2,96a9314c675b8743,0.359,1,1726,0.4,23.4,7.57,93.4,5,Active,53,538,1424,0.811,5
0.427,54.3,0.24,1,35.9,4,1,0.13,842,0.4,3,2be37f12a8d119c4,0.333,1,888,1.1,0.0,0.71,126.9,3,Active,7,37,89,0.429,4
0.329,32.2,177.33,5,2018.1,2,0,1.02,1140,0.288,1,d94ece8d96b8f88a,0.355,1,1347,0.2,0.7,6.17,106.8,4,Active,29,175,535,0.828,5
0.43,35.2,0.69,3,8246.3,1,0,0.79,1316,0.396,3,bc7787d7d4a44fe8,0.451,2,1320,1.0,30.1,5.69,100.0,4,Active,27,195,465,0.185,3
0.714,21.4,8.65,5,1563.5,2,0,0.36,816,0.75,5,1cb0fec2c560f028,0.728,5,816,6.5,0.0,18.46,113.8,3,Stopped,5,253,357,0.2,3
0.55,9.5,0.8,3,226.1,3,0,0.99,1120,0.593,4,dfe4bb21887e922e,0.563,4,1120,0.8,0.0,54.98,133.2,2,Active,7,390,714,0.143,3
0.397,18.8,0.73,3,6059.5,1,0,2.68,1063,0.324,2,606d4eadab89e052,0.388,1,1239,0.1,7.4,23.34,76.8,5,Active,50,435,1117,0.32,3
0.393,14.6,2.01,4,3302.4,2,0,2.81,1222,0.361,2,730cba830bbb0f16,0.379,1,1322,0.3,35.5,17.96,92.1,5,Active,39,249,654,0.41,4
0.461,15.5,0.17,1,50.6,4,1,0.47,920,0.8,5,be7c6d13baa0b6d5,0.382,1,999,0.5,0.0,3.94,141.2,2,Active,7,59,128,0.0,1
0.51,77.4,10.0,5,90.9,4,0,0.23,953,0.421,3,ec774436bbb1edf0,0.49,3,955,30.0,0.7,2.69,116.3,3,Stopped,11,127,253,1.182,5
0.488,83.8,4.86,5,16.6,4,0,0.11,925,0.4,3,e6da0ed0d5788608,0.8,5,997,0.1,-27.0,0.28,142.6,2,Active,8,20,41,0.0,1
0.421,65.6,0.13,1,4651.4,1,1,1.51,1307,0.372,2,bb71e0e09bc43c46,0.405,2,1325,9.5,15.8,7.18,74.6,5,Stopped,82,389,954,0.512,4
0.28,43.5,0.18,1,26032.7,1,1,0.26,725,0.28,1,98d7f4835379d6e5,0.222,1,782,4.8,13.7,3.18,125.0,3,Stopped,9,112,453,0.222,3
0.508,20.8,7.33,5,42.7,4,0,1.23,816,0.636,5,d2973a5bb89fab01,0.538,3,988,0.4,-24.2,5.83,104.9,4,Active,25,119,250,0.36,3
0.554,10.7,2.46,5,46.8,4,0,1.79,871,0.462,3,2f07f591543cf598,0.55,4,1020,0.0,-9.4,28.26,125.7,3,Active,13,205,381,0.769,4
0.471,33.9,0.13,1,35.2,4,1,0.39,1048,0.2,1,6af46cef75d93c17,0.444,2,1213,0.5,-20.8,0.72,146.1,1,Active,13,24,51,0.231,3
0.398,22.0,2.63,5,1304.1,2,0,0.47,1374,0.282,1,8d05617fa8e54bfe,0.442,2,1386,0.0,0.0,3.96,124.3,3,Active,8,68,196,0.625,4
0.443,21.7,0.68,3,852.3,3,0,2.33,1518,0.344,2,029b537e00be8e0e,0.481,3,1651,0.3,7.0,18.12,95.8,4,Active,50,388,914,0.92,5
0.177,18.3,0.44,2,3429.2,1,1,0.39,963,0.0,1,6d4cdf41c3719a74,0.24,1,1065,0.4,0.0,1.96,147.3,1,Active,7,35,215,0.429,4
0.373,18.7,0.57,2,830.7,3,0,2.82,1715,0.202,1,44d953889ae8a21b,0.4,1,1715,0.3,3.9,21.6,104.1,4,Active,52,398,1114,0.538,4
0.591,25.6,0.11,1,551.0,3,1,0.88,1139,0.667,5,9ac24ccd660eb468,0.526,3,1207,3.9,10.0,7.66,125.9,3,Stopped,19,166,286,0.526,4
0.525,24.6,1.81,4,198.6,3,0,0.38,719,0.333,2,1d96a5af9855c329,0.579,4,956,0.5,-59.7,1.21,152.0,1,Active,9,29,59,0.111,2
0.365,7.8,0.4,2,180.3,3,1,1.57,1068,0.0,1,dc54563e049832a4,0.316,1,1093,0.2,8.0,7.24,129.2,2,Active,10,46,126,0.0,1
0.591,62.7,3.1,5,4370.9,1,0,0.2,855,0.542,4,37d2e169529f80a9,0.602,4,987,0.3,-40.0,4.52,132.7,2,Active,12,278,574,0.75,4
0.499,53.7,1.02,3,271.9,3,0,0.09,1007,0.275,1,8c178d57821d2e28,0.504,3,1007,1.0,0.0,3.13,131.4,2,Active,5,165,337,0.0,1
0.485,28.7,0.85,3,16695.1,1,0,1.3,883,0.406,3,306dce01a909de4f,0.479,3,1083,1.0,-0.1,13.47,99.6,4,Active,36,373,783,0.361,3
0.355,18.2,0.97,3,148.4,3,0,0.9,1085,0.176,1,6661b977d335fea9,0.368,1,1085,0.2,4.0,6.28,122.5,3,Active,16,112,321,0.0,1
0.45,46.1,0.46,2,2788.2,2,1,2.33,2270,0.393,2,ea3200eec4b0c150,0.455,2,2380,0.7,24.0,23.55,81.6,5,Active,106,1070,2540,0.84,5
0.455,9.0,0.66,3,14.6,4,0,1.54,1287,0.333,2,4992f1bc8f61f3c4,0.515,3,1315,0.5,33.0,13.48,121.6,3,Active,13,114,257,0.308,3
0.507,72.0,0.63,3,3631.5,1,0,2.43,1593,0.422,3,8b9b29996b9b6cd1,0.497,3,1659,42.6,13.8,32.19,95.7,4,Stopped,58,767,1569,1.121,5
0.376,7.5,0.19,1,4.0,5,1,2.57,1178,0.25,1,cba9e9fb14f90224,0.319,1,1275,0.5,-14.5,6.28,126.6,3,Active,18,44,117,0.0,1
0.392,10.5,0.42,2,222.3,3,1,0.96,1204,0.389,2,361092c540a64d43,0.381,1,1305,0.0,15.0,32.22,176.1,1,Active,10,337,934,0.7,4
0.71,9.3,0.18,1,33.6,4,1,0.55,918,0.0,1,3b866807d627d940,0.769,5,918,0.2,0.0,6.02,116.4,3,Active,5,55,93,0.0,1
0.534,21.0,2.0,4,182.9,3,0,1.06,1219,0.421,3,e29673fa487d6ed0,0.573,4,1256,1.1,25.3,11.27,108.2,4,Active,21,224,423,0.095,2
0.539,6.7,0.37,2,718.7,3,1,3.68,1264,0.688,5,1db2b622fe9af2f2,0.532,3,1264,2.4,48.0,36.28,121.0,3,Active,14,138,258,0.214,3
0.486,21.0,4.56,5,3433.9,1,0,1.58,1590,0.482,3,46d50e5b6c09e616,0.491,3,1590,0.0,18.0,20.63,113.9,3,Active,33,432,901,0.455,4
0.641,10.7,0.92,3,833.0,3,0,2.21,1465,0.489,3,5d547972a9e74a48,0.684,5,1465,0.3,48.5,27.8,117.0,3,Active,19,239,393,0.211,3
0.534,187.1,0.91,3,4677.0,1,0,1.49,1853,0.564,4,1dcb30e67b21e78d,0.561,4,2500,2.6,7.7,16.11,127.1,3,Active,280,3028,8140,2.082,5
0.573,16.9,0.59,2,426.9,3,0,1.27,1225,0.667,5,de15eea02defe8c6,0.539,3,1271,5.4,1.0,22.39,134.7,2,Stopped,14,247,536,0.286,3
0.596,3.2,0.17,1,40.8,4,1,2.46,2116,0.438,3,207e85cfcb58baef,0.419,2,2116,1.1,0.0,13.75,208.9,1,Active,5,28,47,0.2,3
0.437,28.0,1.16,4,957.0,2,0,0.51,897,0.25,1,591d7b508d8b0b18,0.491,3,1042,0.8,-24.2,1.87,120.0,3,Active,14,51,119,0.857,5
0.435,14.7,1.3,4,7798.2,1,0,1.2,959,0.25,1,023d59c7caa1ebe3,0.327,1,1046,0.5,5.6,3.25,114.4,3,Active,17,46,108,0.353,3
0.455,22.9,0.48,2,649.8,3,1,0.53,1011,0.35,2,3254f9eb04108545,0.43,2,1093,0.2,9.3,4.67,129.3,2,Active,12,106,242,0.167,3
0.549,10.2,0.12,1,650.1,3,1,1.5,927,0.5,3,7dae8ecf41d85a94,0.546,4,1081,0.2,6.2,21.28,145.9,1,Active,15,213,395,0.0,1
0.581,28.2,1.95,4,438.7,3,0,1.2,1013,0.588,4,ee86e1451a61bfd2,0.647,5,1077,0.4,33.8,9.88,118.7,3,Active,22,181,322,0.409,4
0.524,77.1,0.4,2,4.1,5,1,0.67,2123,0.44,3,930f7892f2b56e4f,0.471,2,2184,7.1,31.5,3.06,130.7,2,Stopped,37,170,328,0.405,4
0.368,21.2,1.47,4,329.3,3,0,1.38,1417,0.2,1,ddb5497b336c53a4,0.38,1,1417,0.2,12.2,10.73,108.3,4,Active,24,186,516,0.25,3
0.448,76.5,0.02,1,4988.1,1,1,1.76,1663,0.397,3,f8953571dce0eea2,0.444,2,1711,3.7,10.8,25.7,135.4,2,Stopped,128,1872,4597,0.906,5
0.507,24.9,1.78,4,765.7,3,0,0.61,1550,0.643,5,bb29bb9cfaa6984b,0.5,3,1618,0.2,24.0,2.8,118.5,3,Active,15,69,136,0.0,1
0.481,26.8,3.45,5,1319.1,2,0,0.47,1846,0.414,3,b8e6a6ececd6bf4d,0.548,4,1846,0.0,0.0,10.16,161.4,1,Active,11,237,534,1.0,5
0.598,23.7,2.03,4,27.2,4,0,0.79,1913,0.483,3,e4cfce893daac0df,0.593,4,1913,0.8,24.5,10.15,148.8,1,Active,16,206,361,1.438,5
0.507,33.5,0.41,2,5301.9,1,1,2.99,1456,0.488,3,cc2af3452406a3dc,0.52,3,1629,2.7,10.4,30.42,81.5,5,Active,92,937,1956,0.663,4
0.449,68.7,1.63,4,7133.7,1,0,0.92,1687,0.38,2,e6f9eae1976bcf92,0.464,2,1798,1.1,18.8,7.68,85.3,5,Active,62,515,1254,0.935,5
0.362,53.3,0.11,1,7733.0,1,1,0.89,1276,0.333,2,ff26ce920349abc4,0.357,1,1331,1.8,17.4,10.59,93.5,5,Active,46,546,1802,1.37,5
0.452,21.3,4.85,5,5593.7,1,0,0.89,1449,0.564,4,9b16ceb367f2e58a,0.437,2,1449,0.1,20.5,14.2,107.0,4,Active,19,302,684,0.368,3
0.617,2.9,0.95,3,94.4,4,0,4.78,2169,0.452,3,6ad0a795c5f99fbd,0.646,5,2169,1.6,0.0,44.57,188.5,1,Active,6,56,115,1.5,5
0.3,16.1,0.18,1,2.4,5,1,0.41,1077,0.25,1,b4639e996d9810b4,0.4,1,1077,3.9,0.0,0.98,131.0,2,Stopped,5,12,40,0.0,1
0.658,30.7,0.43,2,115.8,3,1,1.03,923,0.5,3,d5e8cbd5bf08206c,0.802,5,1123,1.3,-8.0,4.69,107.5,4,Active,27,123,228,0.704,4
0.609,59.2,0.06,1,23.5,4,1,0.22,1704,0.579,4,2f399b57f386efcb,0.551,4,1704,9.6,36.0,1.66,153.1,1,Stopped,11,82,179,1.364,5
0.434,12.5,52.0,5,8965.2,1,0,0.78,1440,0.19,1,1f230c1710f8b810,0.444,2,1440,6.1,0.0,3.42,222.4,1,Stopped,5,22,53,0.0,1
0.413,21.5,2.32,5,11184.8,1,0,2.06,927,0.235,1,42a5fc78a474b82d,0.408,2,1086,0.0,4.3,10.31,85.6,5,Active,44,220,581,0.25,3
0.433,46.1,0.78,3,4488.8,1,0,2.59,1524,0.436,3,daabbe5feafff5fd,0.433,2,1598,2.3,22.5,26.89,69.3,5,Active,113,1172,2810,0.823,5
0.52,32.5,0.88,3,922.9,2,0,0.83,1540,0.482,3,560684b3691218fd,0.582,4,1625,0.1,38.9,19.96,107.6,4,Active,27,646,1400,1.296,5
0.402,39.0,0.23,1,43.9,4,1,0.54,1386,0.311,2,8c453325cd31f6a2,0.391,1,1425,0.3,15.0,6.24,119.7,3,Active,11,128,336,0.091,2
0.419,11.0,0.53,2,2973.5,2,0,2.15,1402,0.381,2,525ec3364d530c1d,0.473,2,1447,0.4,32.4,23.98,107.9,4,Active,23,256,637,0.478,4
0.544,18.5,1.26,4,141.7,3,0,3.35,1017,1.0,5,eea9ab66be7ec56c,0.739,5,1071,5.9,41.0,6.39,97.0,4,Stopped,22,42,79,0.227,3
0.613,12.6,0.32,2,2.4,5,1,0.64,2035,0.474,3,839535e9e8b97fb0,0.8,5,2035,0.2,114.0,3.05,213.2,1,Active,8,38,62,0.0,1
0.392,22.9,0.89,3,135.8,3,0,1.06,1011,0.392,2,421765a071d88267,0.36,1,1031,5.9,-16.3,1.76,130.5,2,Stopped,12,20,51,0.0,1
0.553,94.4,0.86,3,403.6,3,0,0.17,1576,0.462,3,49d0d14f3ea4e310,0.567,4,1576,19.4,40.8,1.03,372.3,1,Stopped,13,77,141,0.154,3
0.446,78.5,0.54,2,21796.1,1,0,0.79,709,0.294,2,f642f9c264a7c25a,0.516,3,1017,1.9,2.8,2.96,97.6,4,Active,58,219,500,0.397,4
0.4,64.3,1.03,3,14942.9,1,0,1.76,1544,0.369,2,ef4fd8a7c1ac8cdd,0.427,2,1860,0.1,14.6,25.96,83.6,5,Active,112,1649,4429,0.393,4
0.386,90.0,2.55,5,10621.3,1,0,0.82,1311,0.332,2,dc55b1bb911bc73d,0.366,1,1415,2.0,3.1,8.36,172.1,1,Active,69,700,1943,0.623,4
0.439,64.0,0.06,1,3505.1,1,1,1.14,1609,0.376,2,0cb0b19cf049890a,0.444,2,1748,3.7,29.3,8.34,107.8,4,Stopped,69,503,1245,0.478,4
0.398,31.1,0.33,2,388.8,3,1,3.3,1326,0.241,1,3dfcf6be9d427e8f,0.426,2,1456,2.8,26.3,10.94,95.2,5,Active,41,136,342,0.293,3
0.472,24.8,3.75,5,223.7,3,0,1.21,1366,0.426,3,29375dae6899a357,0.498,3,1366,0.9,6.5,9.96,91.9,5,Active,29,238,508,0.138,3
0.502,24.6,1.79,4,2154.5,2,0,2.98,1198,0.469,3,8214d2b29b9d0864,0.502,3,1258,0.1,7.4,20.86,78.7,5,Active,73,511,1045,0.548,4
0.478,12.8,0.27,1,644.5,3,1,1.58,638,0.478,3,98b68eece0ccba6e,0.569,4,796,0.2,0.4,9.31,99.5,4,Active,20,118,251,0.0,1
0.49,72.3,2.52,5,1754.0,2,0,1.2,1973,0.375,2,ed30532a715bf633,0.522,3,2187,0.0,6.6,12.58,89.1,5,Active,85,888,1836,0.247,3
0.569,41.1,0.39,2,1230.7,2,1,1.93,1481,0.519,4,5e0ec2d0a55daf20,0.545,4,1591,0.8,26.6,20.84,72.7,5,Active,75,809,1441,0.893,5
0.501,62.3,3.64,5,11579.6,1,0,1.53,1070,0.435,3,f6c8ffe7b04ddd96,0.505,3,1282,13.0,1.8,12.46,81.5,5,Stopped,73,596,1276,1.027,5
0.408,17.4,1.73,4,267.2,3,0,0.97,1596,0.309,2,152036620ef9f27b,0.399,1,1596,0.9,45.8,9.12,161.9,1,Active,16,150,417,2.438,5
0.536,30.6,3.57,5,194.8,3,0,1.5,860,0.466,3,669d1fe0371a3739,0.484,3,1053,0.0,0.5,7.64,84.9,5,Active,46,234,448,0.826,5
0.514,2.8,2.58,5,61.5,4,0,3.94,1298,0.75,5,749c8de3fe6a77c7,0.462,2,1342,0.1,-6.0,22.47,126.8,3,Active,10,57,179,5.0,5
0.426,58.6,0.13,1,3082.1,2,1,0.42,1201,0.375,2,6e6bf7d236ef83eb,0.444,2,1238,2.9,-9.0,7.01,101.1,4,Active,22,366,887,0.727,4
0.327,20.4,0.74,3,28022.8,1,0,0.3,937,0.182,1,56253ca62f0c0a8e,0.389,1,950,0.2,-4.0,1.63,153.1,1,Active,6,33,101,0.167,3
0.5,13.7,0.5,2,3453.7,1,0,4.08,1052,0.523,4,b7bc4ca7f0c4017b,0.555,4,1165,0.3,6.3,51.24,88.4,5,Active,55,690,1496,1.2,5
0.492,19.5,1.52,4,1386.1,2,0,0.41,1023,0.25,1,e6b3a343037192d8,0.458,2,1023,0.2,105.0,1.6,114.0,3,Active,8,31,63,0.375,3
0.563,9.6,1.45,4,204.9,3,0,1.05,935,0.35,2,9d7a5da19c0f83e5,0.405,2,1022,1.0,-22.0,12.32,149.3,1,Active,9,106,206,0.0,1
0.619,8.9,1.08,4,346.4,3,0,5.06,1155,0.593,4,d912b1c1e4242640,0.647,5,1195,0.0,-7.0,92.38,141.4,2,Active,8,146,239,0.625,4
